country,danceability,energy,valence,tempo
NG,0.711,0.906,0.822,0.493
NG,0.722,0.619,0.815,0.328
NG,0.887,0.657,0.932,0.275
NG,0.507,0.505,0.252,0.361
NG,0.66,0.609,0.54,0.274
NG,0.691,0.799,0.972,0.317
NG,0.728,0.629,0.824,0.418
NG,0.78,0.652,0.577,0.349
NG,0.847,0.72,0.789,0.355
NG,0.621,0.699,0.49,0.098
NG,0.778,0.801,0.914,0.301
NG,0.761,0.837,0.753,0.301
NG,0.832,0.461,0.592,0.381
NG,0.695,0.664,0.807,0.253
NG,0.782,0.529,0.44,0.339
NG,0.709,0.792,0.288,0.274
NG,0.498,0.261,0.401,0.404
NG,0.906,0.751,0.54,0.344
NG,0.741,0.381,0.625,0.488
NG,0.454,0.637,0.719,0.267
NG,0.826,0.841,0.744,0.403
NG,0.584,0.528,0.283,0.286
NG,0.829,0.657,0.811,0.365
NG,0.495,0.649,0.53,0.245
NG,0.654,0.39,0.552,0.413
NG,0.772,0.562,0.885,0.254
NG,0.764,0.829,0.614,0.344
NG,0.898,0.735,0.403,0.253
NG,0.523,0.842,0.572,0.367
NG,0.753,0.693,0.869,0.317
NG,0.594,0.789,0.351,0.35
NG,0.573,0.832,0.517,0.559
NG,0.765,0.847,0.794,0.237
NG,0.685,0.624,0.618,0.221
NG,0.413,0.861,0.468,0.196
NG,0.759,0.905,0.375,0.413
NG,0.559,0.62,0.532,0.592
NG,0.492,0.686,0.392,0.327
NG,0.806,0.744,0.765,0.301
NG,0.815,0.674,0.672,0.37
NG,0.742,0.662,0.878,0.264
NG,0.715,0.473,0.446,0.142
NG,0.811,0.754,0.451,0.355
NG,0.545,0.714,0.816,0.45
NG,0.91,0.844,0.876,0.344
NG,0.631,0.363,0.245,0.33
NG,0.724,0.809,0.606,0.269
NG,0.857,0.475,0.915,0.216
NG,0.756,0.732,0.532,0.323
NG,0.725,0.47,0.653,0.303
NG,0.735,0.505,0.613,0.499
NG,0.603,0.513,0.467,0.282
NG,0.737,0.442,0.781,0.541
NG,0.854,0.731,0.598,0.344
NG,0.77,0.656,0.874,0.264
NG,0.687,0.838,0.79,0.338
NG,0.569,0.5,0.118,0.36
NG,0.572,0.632,0.793,0.385
NG,0.656,0.513,0.617,0.386
NG,0.707,0.702,0.606,0.375
NG,0.785,0.811,0.501,0.344
NG,0.882,0.764,0.886,0.489
NG,0.825,0.767,0.857,0.36
NG,0.801,0.562,0.255,0.248
NG,0.623,0.737,0.409,0.599
NG,0.787,0.807,0.22,0.312
NG,0.415,0.786,0.458,0.768
NG,0.811,0.276,0.786,0.253
NG,0.823,0.415,0.488,0.349
SG,0.66,0.756,0.838,0.36
SG,0.747,0.507,0.438,0.301
SG,0.521,0.592,0.535,0.584
SG,0.701,0.76,0.69,0.296
SG,0.669,0.586,0.579,0.312
SG,0.7,0.582,0.785,0.364
SG,0.61,0.926,0.861,0.663
SG,0.464,0.745,0.262,0.702
SG,0.645,0.646,0.295,0.359
SG,0.477,0.854,0.314,0.491
SG,0.552,0.702,0.564,0.648
SG,0.741,0.62,0.934,0.365
SG,0.79,0.831,0.872,0.408
SG,0.797,0.668,0.69,0.44
SG,0.852,0.697,0.919,0.478
SG,0.689,0.454,0.912,0.595
SG,0.892,0.531,0.209,0.173
SG,0.504,0.386,0.281,0.766
SG,0.741,0.754,0.717,0.419
SG,0.74,0.697,0.732,0.483
SG,0.486,0.617,0.417,0.478
SG,0.472,0.471,0.219,0.301
SG,0.739,0.904,0.788,0.633
SG,0.668,0.628,0.568,0.488
SG,0.264,0.64,0.19,0.193
SG,0.776,0.667,0.618,0.435
SG,0.415,0.381,0.241,0.36
SG,0.644,0.735,0.418,0.216
SG,0.804,0.957,0.962,0.414
SG,0.617,0.635,0.446,0.291
SG,0.544,0.401,0.163,0.445
SG,0.53,0.406,0.338,0.36
SG,0.672,0.52,0.37,0.381
SG,0.656,0.436,0.196,0.324
SG,0.61,0.434,0.354,0.275
SG,0.695,0.789,0.469,0.232
SG,0.898,0.472,0.214,0.28
SG,0.833,0.704,0.644,0.435
SG,0.504,0.308,0.121,0.349
SG,0.411,0.619,0.337,0.691
SG,0.749,0.729,0.816,0.333
SG,0.924,0.739,0.861,0.285
SG,0.704,0.488,0.376,0.355
SG,0.853,0.56,0.86,0.456
SG,0.709,0.49,0.32,0.403
SG,0.702,0.701,0.595,0.274
SG,0.601,0.741,0.441,0.563
SG,0.591,0.764,0.478,0.648
SG,0.601,0.271,0.411,0.517
SG,0.687,0.747,0.56,0.095
SG,0.488,0.452,0.368,0.478
SG,0.701,0.751,0.22,0.435
SG,0.635,0.601,0.332,0.403
SG,0.358,0.557,0.494,0.195
SG,0.422,0.363,0.513,0.401
SG,0.467,0.247,0.126,0.531
SG,0.803,0.895,0.757,0.408
SG,0.744,0.747,0.368,0.382
SG,0.448,0.369,0.0998,0.67
SG,0.742,0.757,0.957,0.488
SG,0.791,0.694,0.826,0.4
SG,0.432,0.583,0.544,0.71
SG,0.473,0.223,0.367,0.359
SG,0.545,0.675,0.162,0.408
SG,0.635,0.841,0.424,0.323
SG,0.857,0.62,0.796,0.382
SG,0.532,0.623,0.403,0.221
SG,0.464,0.417,0.479,0.101
SG,0.429,0.661,0.285,0.666
SG,0.616,0.688,0.444,0.36
SG,0.689,0.694,0.482,0.269
SG,0.612,0.807,0.398,0.403
SG,0.893,0.4,0.945,0.408
SG,0.614,0.493,0.176,0.247
SG,0.501,0.405,0.446,0.327
SG,0.402,0.641,0.252,0.515
SG,0.506,0.362,0.385,0.193
SG,0.561,0.604,0.242,0.595
SG,0.711,0.809,0.816,0.307
SG,0.309,0.434,0.427,0.123
SG,0.59,0.727,0.356,0.392
SG,0.699,0.708,0.863,0.322
SG,0.54,0.54,0.372,0.141
SG,0.575,0.648,0.466,0.146
SG,0.681,0.714,0.554,0.435
SG,0.795,0.63,0.447,0.264
SG,0.482,0.757,0.12,0.502
SG,0.453,0.366,0.327,0.477
SG,0.604,0.366,0.13,0.499
SG,0.774,0.728,0.461,0.488
SG,0.359,0.543,0.453,0.106
SG,0.492,0.416,0.297,0.247
SG,0.799,0.675,0.594,0.344
SG,0.439,0.477,0.535,0.594
SG,0.636,0.503,0.519,0.381
SG,0.453,0.655,0.366,0.659
SG,0.5,0.71,0.419,0.221
SG,0.794,0.5,0.659,0.274
SG,0.644,0.874,0.753,0.424
SG,0.853,0.824,0.888,0.317
US,0.644,0.874,0.753,0.424
US,0.7,0.582,0.785,0.364
US,0.66,0.756,0.838,0.36
US,0.521,0.592,0.535,0.584
US,0.747,0.507,0.438,0.301
US,0.669,0.586,0.579,0.312
US,0.722,0.706,0.599,0.173
US,0.898,0.472,0.214,0.28
US,0.701,0.76,0.69,0.296
US,0.742,0.757,0.957,0.488
US,0.852,0.697,0.919,0.478
US,0.61,0.65,0.507,0.31
US,0.611,0.911,0.495,0.381
US,0.429,0.453,0.155,0.155
US,0.776,0.667,0.618,0.435
US,0.464,0.745,0.262,0.702
US,0.741,0.62,0.934,0.365
US,0.525,0.488,0.253,0.194
US,0.657,0.82,0.709,0.403
US,0.476,0.797,0.601,0.173
US,0.472,0.471,0.219,0.301
US,0.486,0.702,0.382,0.173
US,0.664,0.5,0.801,0.37
US,0.582,0.909,0.868,0.376
US,0.561,0.604,0.242,0.595
US,0.621,0.779,0.399,0.659
US,0.369,0.192,0.148,0.676
US,0.478,0.906,0.552,0.648
US,0.804,0.957,0.962,0.414
US,0.482,0.757,0.12,0.502
US,0.487,0.658,0.282,0.5
US,0.492,0.519,0.435,0.172
US,0.68,0.246,0.388,0.329
US,0.629,0.937,0.649,0.403
US,0.756,0.672,0.739,0.354
US,0.607,0.76,0.414,0.242
US,0.455,0.968,0.686,0.234
US,0.508,0.411,0.34,0.44
US,0.558,0.559,0.62,0.16
US,0.492,0.673,0.488,0.829
US,0.505,0.27,0.557,0.268
US,0.857,0.62,0.796,0.382
US,0.432,0.583,0.544,0.71
US,0.814,0.676,0.312,0.606
US,0.287,0.782,0.471,0.564
US,0.612,0.807,0.398,0.403
US,0.555,0.216,0.504,0.163
US,0.467,0.247,0.126,0.531
US,0.527,0.551,0.443,0.531
US,0.924,0.668,0.787,0.424
US,0.893,0.4,0.945,0.408
US,0.621,0.792,0.69,0.365
US,0.472,0.777,0.484,0.162
US,0.53,0.406,0.338,0.36
US,0.659,0.789,0.468,0.488
US,0.609,0.758,0.236,0.408
US,0.504,0.386,0.281,0.766
US,0.61,0.926,0.861,0.663
US,0.506,0.651,0.338,0.521
US,0.552,0.702,0.564,0.648
US,0.551,0.801,0.625,0.424
US,0.689,0.454,0.912,0.595
US,0.533,0.907,0.7,0.547
US,0.502,0.707,0.447,0.162
US,0.782,0.719,0.304,0.488
US,0.645,0.634,0.352,0.595
US,0.728,0.818,0.681,0.38
US,0.635,0.601,0.332,0.403
US,0.492,0.416,0.297,0.247
US,0.701,0.751,0.22,0.435
US,0.628,0.795,0.813,0.339
US,0.555,0.599,0.415,0.204
US,0.545,0.545,0.549,0.595
US,0.915,0.453,0.287,0.488
US,0.544,0.573,0.233,0.397
US,0.645,0.646,0.295,0.359
US,0.573,0.683,0.817,0.646
US,0.684,0.607,0.498,0.173
US,0.514,0.672,0.331,0.531
US,0.411,0.619,0.337,0.691
US,0.93,0.682,0.962,0.413
US,0.644,0.735,0.418,0.216
US,0.892,0.531,0.209,0.173
US,0.57,0.545,0.344,0.317
US,0.572,0.722,0.636,0.658
US,0.559,0.871,0.572,0.301
US,0.504,0.308,0.121,0.349
US,0.765,0.556,0.274,0.333
US,0.828,0.492,0.789,0.382
US,0.7,0.425,0.521,0.328
US,0.578,0.509,0.586,0.381
US,0.505,0.754,0.51,0.377
US,0.722,0.74,0.893,0.449
US,0.936,0.878,0.902,0.419
US,0.551,0.402,0.382,0.292
US,0.597,0.972,0.607,0.424
US,0.74,0.697,0.732,0.483
US,0.352,0.911,0.236,0.531
US,0.847,0.622,0.22,0.435
US,0.491,0.583,0.908,0.545
NZ,0.747,0.507,0.438,0.301
NZ,0.521,0.592,0.535,0.584
NZ,0.464,0.745,0.262,0.702
NZ,0.7,0.582,0.785,0.364
NZ,0.669,0.586,0.579,0.312
NZ,0.777,0.934,0.637,0.21
NZ,0.722,0.706,0.599,0.173
NZ,0.852,0.697,0.919,0.478
NZ,0.741,0.62,0.934,0.365
NZ,0.701,0.76,0.69,0.296
NZ,0.644,0.874,0.753,0.424
NZ,0.898,0.472,0.214,0.28
NZ,0.472,0.471,0.219,0.301
NZ,0.561,0.604,0.242,0.595
NZ,0.776,0.667,0.618,0.435
NZ,0.756,0.672,0.739,0.354
NZ,0.904,0.452,0.613,0.221
NZ,0.635,0.601,0.332,0.403
NZ,0.664,0.5,0.801,0.37
NZ,0.432,0.583,0.544,0.71
NZ,0.742,0.757,0.957,0.488
NZ,0.936,0.878,0.902,0.419
NZ,0.482,0.757,0.12,0.502
NZ,0.483,0.731,0.484,0.283
NZ,0.527,0.551,0.443,0.531
NZ,0.429,0.453,0.155,0.155
NZ,0.828,0.492,0.789,0.382
NZ,0.467,0.247,0.126,0.531
NZ,0.645,0.634,0.352,0.595
NZ,0.61,0.926,0.861,0.663
NZ,0.741,0.697,0.774,0.361
NZ,0.369,0.192,0.148,0.676
NZ,0.804,0.957,0.962,0.414
NZ,0.684,0.607,0.498,0.173
NZ,0.525,0.488,0.253,0.194
NZ,0.491,0.583,0.908,0.545
NZ,0.552,0.702,0.564,0.648
NZ,0.555,0.216,0.504,0.163
NZ,0.893,0.4,0.945,0.408
NZ,0.448,0.369,0.0998,0.67
NZ,0.505,0.754,0.51,0.377
NZ,0.875,0.518,0.37,0.414
NZ,0.689,0.454,0.912,0.595
NZ,0.646,0.668,0.64,0.226
NZ,0.315,0.715,0.497,0.573
NZ,0.542,0.905,0.374,0.56
NZ,0.743,0.675,0.59,0.237
NZ,0.352,0.911,0.236,0.531
NZ,0.611,0.911,0.495,0.381
NZ,0.645,0.646,0.295,0.359
NZ,0.411,0.619,0.337,0.691
NZ,0.492,0.416,0.297,0.247
NZ,0.706,0.8,0.629,0.275
NZ,0.731,0.861,0.759,0.424
NZ,0.545,0.545,0.549,0.595
NZ,0.53,0.406,0.338,0.36
NZ,0.504,0.386,0.281,0.766
NZ,0.695,0.633,0.557,0.257
NZ,0.392,0.37,0.512,0.0
NZ,0.644,0.735,0.418,0.216
NZ,0.578,0.509,0.586,0.381
NZ,0.569,0.882,0.201,0.531
NZ,0.492,0.673,0.488,0.829
NZ,0.61,0.65,0.507,0.31
NZ,0.657,0.82,0.709,0.403
NZ,0.612,0.807,0.398,0.403
NZ,0.558,0.559,0.62,0.16
NZ,0.857,0.62,0.796,0.382
NZ,0.599,0.946,0.747,0.55
NZ,0.69,0.521,0.494,0.275
NZ,0.573,0.683,0.817,0.646
NZ,0.663,0.675,0.455,0.429
NZ,0.721,0.339,0.2,0.434
NZ,0.674,0.832,0.981,0.413
NZ,0.717,0.455,0.389,0.423
NZ,0.582,0.909,0.868,0.376
NZ,0.64,0.663,0.663,0.45
NZ,0.532,0.767,0.755,0.421
NZ,0.602,0.477,0.552,0.723
NZ,0.671,0.373,0.732,0.236
NZ,0.749,0.729,0.816,0.333
NZ,0.575,0.664,0.437,0.43
NZ,0.7,0.425,0.521,0.328
NZ,0.814,0.676,0.312,0.606
NZ,0.892,0.531,0.209,0.173
NZ,0.653,0.519,0.822,0.268
NZ,0.264,0.64,0.19,0.193
NZ,0.527,0.942,0.495,0.535
NZ,0.584,0.673,0.138,0.152
NZ,0.578,0.866,0.619,0.424
NZ,0.699,0.83,0.889,0.305
NZ,0.559,0.551,0.392,0.504
NZ,0.635,0.574,0.592,0.563
NZ,0.853,0.56,0.86,0.456
NZ,0.882,0.764,0.886,0.489
NZ,0.68,0.246,0.388,0.329
NZ,0.652,0.698,0.47,0.253
NZ,0.673,0.886,0.795,0.258
NZ,0.913,0.603,0.497,0.398
NZ,0.617,0.635,0.446,0.291
ZA,0.831,0.933,0.608,0.344
ZA,0.79,0.662,0.678,0.344
ZA,0.9,0.564,0.516,0.344
ZA,0.898,0.472,0.214,0.28
ZA,0.747,0.507,0.438,0.301
ZA,0.888,0.403,0.597,0.339
ZA,0.769,0.535,0.534,0.371
ZA,0.571,0.722,0.726,0.152
ZA,0.937,0.638,0.753,0.349
ZA,0.848,0.699,0.503,0.339
ZA,0.645,0.634,0.352,0.595
ZA,0.859,0.874,0.627,0.344
ZA,0.845,0.584,0.4,0.338
ZA,0.684,0.607,0.498,0.173
ZA,0.807,0.291,0.351,0.344
ZA,0.472,0.471,0.219,0.301
ZA,0.802,0.805,0.551,0.349
ZA,0.817,0.841,0.336,0.413
ZA,0.806,0.767,0.795,0.344
ZA,0.686,0.588,0.617,0.245
ZA,0.831,0.556,0.478,0.344
ZA,0.464,0.745,0.262,0.702
ZA,0.806,0.682,0.582,0.344
ZA,0.852,0.697,0.919,0.478
ZA,0.722,0.706,0.599,0.173
ZA,0.823,0.626,0.313,0.339
ZA,0.9,0.61,0.786,0.344
ZA,0.525,0.433,0.276,0.596
ZA,0.635,0.601,0.332,0.403
ZA,0.795,0.71,0.579,0.339
ZA,0.642,0.471,0.635,0.66
ZA,0.561,0.604,0.242,0.595
ZA,0.773,0.84,0.351,0.339
ZA,0.741,0.62,0.934,0.365
ZA,0.619,0.903,0.964,0.566
ZA,0.84,0.476,0.767,0.488
ZA,0.726,0.786,0.292,0.339
ZA,0.902,0.363,0.274,0.339
ZA,0.701,0.76,0.69,0.296
ZA,0.703,0.562,0.888,0.178
ZA,0.888,0.484,0.769,0.402
ZA,0.526,0.545,0.432,0.28
ZA,0.841,0.773,0.565,0.339
ZA,0.463,0.642,0.339,0.186
ZA,0.406,0.5,0.0905,0.584
ZA,0.559,0.551,0.392,0.504
ZA,0.794,0.436,0.353,0.344
ZA,0.882,0.764,0.886,0.489
ZA,0.765,0.356,0.189,0.258
ZA,0.669,0.586,0.579,0.312
ZA,0.719,0.526,0.585,0.339
ZA,0.569,0.596,0.754,0.238
ZA,0.857,0.564,0.505,0.339
ZA,0.288,0.545,0.271,0.573
ZA,0.84,0.487,0.663,0.344
ZA,0.842,0.845,0.688,0.376
ZA,0.793,0.557,0.15,0.339
ZA,0.755,0.562,0.368,0.365
ZA,0.922,0.473,0.727,0.344
ZA,0.782,0.719,0.304,0.488
ZA,0.885,0.49,0.184,0.344
ZA,0.73,0.453,0.921,0.339
ZA,0.448,0.369,0.0998,0.67
ZA,0.892,0.531,0.209,0.173
ZA,0.609,0.444,0.166,0.373
ZA,0.866,0.673,0.547,0.344
ZA,0.58,0.645,0.171,0.354
ZA,0.604,0.403,0.267,0.344
ZA,0.915,0.453,0.287,0.488
ZA,0.278,0.49,0.332,0.642
ZA,0.467,0.247,0.126,0.531
ZA,0.796,0.468,0.0677,0.381
ZA,0.521,0.592,0.535,0.584
ZA,0.81,0.694,0.329,0.344
ZA,0.689,0.649,0.97,0.521
ZA,0.822,0.811,0.962,0.446
ZA,0.477,0.591,0.354,0.306
ZA,0.697,0.643,0.748,0.371
ZA,0.645,0.792,0.679,0.587
ZA,0.351,0.296,0.12,0.356
ZA,0.759,0.584,0.187,0.339
ZA,0.836,0.26,0.37,0.339
ZA,0.847,0.622,0.22,0.435
ZA,0.711,0.52,0.363,0.339
ZA,0.673,0.722,0.519,0.366
ZA,0.432,0.583,0.544,0.71
ZA,0.644,0.874,0.753,0.424
ZA,0.841,0.678,0.22,0.339
ZA,0.7,0.582,0.785,0.364
ZA,0.721,0.339,0.2,0.434
ZA,0.893,0.486,0.359,0.333
ZA,0.756,0.672,0.739,0.354
ZA,0.819,0.521,0.838,0.339
ZA,0.575,0.411,0.062,0.177
ZA,0.533,0.492,0.323,0.491
ZA,0.501,0.405,0.446,0.327
ZA,0.879,0.435,0.261,0.338
ZA,0.855,0.602,0.562,0.349
ZA,0.545,0.545,0.549,0.595
ZA,0.358,0.557,0.494,0.195
