country,danceability,energy,valence,tempo
AU,0.472,0.471,0.219,0.3
AU,0.776,0.667,0.618,0.4
AU,0.756,0.672,0.739,0.3
AU,0.521,0.592,0.535,0.5
AU,0.561,0.604,0.242,0.5
AU,0.635,0.601,0.332,0.4
AU,0.429,0.453,0.155,0.1
AU,0.432,0.583,0.544,0.7
AU,0.482,0.757,0.12,0.5
AU,0.742,0.757,0.957,0.4
AU,0.525,0.488,0.253,0.1
AU,0.483,0.731,0.484,0.2
AU,0.645,0.634,0.352,0.5
AU,0.552,0.702,0.564,0.6
AU,0.936,0.878,0.902,0.4
AU,0.61,0.926,0.861,0.6
AU,0.646,0.668,0.64,0.2
AU,0.645,0.646,0.295,0.3
AU,0.352,0.911,0.236,0.5
AU,0.599,0.946,0.747,0.5
AU,0.904,0.452,0.613,0.2
AU,0.578,0.509,0.586,0.3
AU,0.875,0.518,0.37,0.4
AU,0.706,0.8,0.629,0.2
AU,0.467,0.247,0.126,0.5
AU,0.505,0.754,0.51,0.3
AU,0.542,0.905,0.374,0.5
AU,0.575,0.664,0.437,0.4
AU,0.793,0.779,0.687,0.4
AU,0.741,0.697,0.774,0.3
AU,0.487,0.658,0.282,0.5
AU,0.492,0.416,0.297,0.2
AU,0.621,0.779,0.399,0.6
AU,0.59,0.727,0.356,0.3
AU,0.569,0.882,0.201,0.5
AU,0.505,0.27,0.557,0.2
AU,0.644,0.735,0.418,0.2
AU,0.264,0.64,0.19,0.1
AU,0.492,0.519,0.435,0.1
AU,0.558,0.559,0.62,0.1
AU,0.7,0.425,0.521,0.3
AU,0.481,0.638,0.497,0.1
AU,0.446,0.764,0.543,0.6
AU,0.635,0.574,0.592,0.5
AU,0.533,0.907,0.7,0.5
AU,0.508,0.411,0.34,0.4
CA,0.722,0.706,0.599,0.1
CA,0.7,0.582,0.785,0.3
CA,0.701,0.76,0.69,0.2
CA,0.521,0.592,0.535,0.5
CA,0.741,0.62,0.934,0.3
CA,0.898,0.472,0.214,0.2
CA,0.561,0.604,0.242,0.5
CA,0.852,0.697,0.919,0.4
CA,0.742,0.757,0.957,0.4
CA,0.492,0.673,0.488,0.8
CA,0.487,0.658,0.282,0.5
CA,0.635,0.601,0.332,0.4
CA,0.527,0.551,0.443,0.5
CA,0.621,0.779,0.399,0.6
CA,0.455,0.968,0.686,0.2
CA,0.634,0.761,0.785,0.4
CA,0.432,0.583,0.544,0.7
CA,0.61,0.926,0.861,0.6
CA,0.607,0.76,0.414,0.2
CA,0.492,0.519,0.435,0.1
CA,0.804,0.957,0.962,0.4
CA,0.555,0.216,0.504,0.1
CA,0.505,0.754,0.51,0.3
CA,0.657,0.82,0.709,0.4
CA,0.482,0.757,0.12,0.5
CA,0.689,0.454,0.912,0.5
CA,0.646,0.668,0.64,0.2
CA,0.645,0.634,0.352,0.5
CA,0.621,0.792,0.69,0.3
CA,0.741,0.697,0.774,0.3
CA,0.472,0.777,0.484,0.1
CA,0.612,0.807,0.398,0.4
CA,0.645,0.646,0.295,0.3
CA,0.728,0.818,0.681,0.3
CA,0.486,0.617,0.417,0.4
CA,0.857,0.62,0.796,0.3
CA,0.514,0.672,0.331,0.5
CA,0.628,0.795,0.813,0.3
CA,0.828,0.492,0.789,0.3
CA,0.492,0.416,0.297,0.2
CA,0.467,0.247,0.126,0.5
CA,0.663,0.675,0.455,0.4
CA,0.551,0.402,0.382,0.2
CA,0.749,0.729,0.816,0.3
CA,0.599,0.946,0.747,0.5
CA,0.727,0.782,0.655,0.3
CA,0.352,0.911,0.236,0.5
CA,0.653,0.519,0.822,0.2
DE,0.464,0.745,0.262,0.7
DE,0.727,0.782,0.655,0.3
DE,0.551,0.609,0.371,0.1
DE,0.676,0.778,0.263,0.3
DE,0.87,0.366,0.715,0.2
DE,0.341,0.465,0.0944,0.3
DE,0.747,0.507,0.438,0.3
DE,0.681,0.417,0.158,0.6
DE,0.737,0.725,0.539,0.2
DE,0.741,0.754,0.717,0.4
DE,0.919,0.609,0.866,0.4
DE,0.359,0.268,0.135,0.6
DE,0.701,0.76,0.69,0.2
DE,0.523,0.265,0.396,0.5
DE,0.706,0.8,0.629,0.2
DE,0.635,0.601,0.332,0.4
DE,0.646,0.668,0.64,0.2
DE,0.722,0.706,0.599,0.1
DE,0.776,0.667,0.618,0.4
DE,0.756,0.672,0.739,0.3
DE,0.741,0.62,0.934,0.3
DE,0.788,0.936,0.844,0.5
DE,0.634,0.824,0.371,0.4
DE,0.746,0.692,0.316,0.4
DE,0.489,0.482,0.33,0.4
DE,0.775,0.694,0.655,0.1
DE,0.7,0.582,0.785,0.3
DE,0.561,0.604,0.242,0.5
DE,0.593,0.799,0.575,0.6
DE,0.764,0.878,0.639,0.5
DE,0.975,0.488,0.952,0.3
DE,0.687,0.74,0.647,0.5
DE,0.605,0.855,0.302,0.1
DE,0.4,0.915,0.871,0.2
DE,0.569,0.882,0.201,0.5
DE,0.55,0.5,0.351,0.3
DE,0.673,0.882,0.394,0.4
DE,0.521,0.519,0.288,0.4
DE,0.63,0.708,0.451,0.2
DE,0.633,0.927,0.88,0.5
DE,0.552,0.702,0.564,0.6
DE,0.612,0.807,0.398,0.4
DE,0.486,0.617,0.417,0.4
DE,0.898,0.472,0.214,0.2
DE,0.847,0.637,0.0509,0.3
DE,0.852,0.697,0.919,0.4
DE,0.725,0.833,0.568,0.3
DE,0.871,0.158,0.46,0.4
DE,0.602,0.91,0.228,0.4
GB,0.747,0.507,0.438,0.3
GB,0.701,0.76,0.69,0.2
GB,0.722,0.706,0.599,0.1
GB,0.741,0.62,0.934,0.3
GB,0.635,0.601,0.332,0.4
GB,0.664,0.5,0.801,0.3
GB,0.561,0.604,0.242,0.5
GB,0.521,0.592,0.535,0.5
GB,0.61,0.926,0.861,0.6
GB,0.552,0.702,0.564,0.6
GB,0.727,0.782,0.655,0.3
GB,0.527,0.551,0.443,0.5
GB,0.352,0.911,0.236,0.5
GB,0.706,0.8,0.629,0.2
GB,0.61,0.65,0.507,0.3
GB,0.482,0.757,0.12,0.5
GB,0.646,0.668,0.64,0.2
GB,0.53,0.406,0.338,0.3
GB,0.893,0.4,0.945,0.4
GB,0.448,0.369,0.0998,0.6
GB,0.882,0.764,0.886,0.4
GB,0.315,0.715,0.497,0.5
GB,0.689,0.454,0.912,0.5
GB,0.599,0.946,0.747,0.5
GB,0.785,0.831,0.673,0.4
GB,0.731,0.861,0.759,0.4
GB,0.632,0.856,0.867,0.3
GB,0.545,0.675,0.162,0.4
GB,0.73,0.487,0.731,0.3
GB,0.532,0.723,0.379,0.4
GB,0.573,0.902,0.876,0.1
GB,0.674,0.832,0.981,0.4
GB,0.525,0.488,0.253,0.1
GB,0.609,0.758,0.236,0.4
GB,0.582,0.909,0.868,0.3
GB,0.527,0.942,0.495,0.5
GB,0.464,0.417,0.479,0.1
GB,0.545,0.545,0.549,0.5
GB,0.671,0.373,0.732,0.2
GB,0.558,0.559,0.62,0.1
GB,0.486,0.617,0.417,0.4
GB,0.469,0.263,0.112,0.4
GB,0.575,0.664,0.437,0.4
GB,0.604,0.366,0.13,0.4
GB,0.439,0.434,0.204,0.2
GB,0.7,0.425,0.521,0.3
GB,0.633,0.648,0.49,0.2
IN,0.702,0.853,0.643,0.3
IN,0.428,0.413,0.355,0.1
IN,0.862,0.645,0.862,0.3
IN,0.675,0.537,0.534,0.2
IN,0.83,0.626,0.794,0.4
IN,0.76,0.391,0.433,0.2
IN,0.39,0.558,0.292,0.2
IN,0.369,0.45,0.477,0.1
IN,0.803,0.694,0.484,0.3
IN,0.735,0.564,0.902,0.2
IN,0.427,0.396,0.306,0.1
IN,0.822,0.449,0.382,0.2
IN,0.527,0.376,0.24,0.5
IN,0.575,0.845,0.439,0.2
IN,0.609,0.538,0.608,0.4
IN,0.586,0.562,0.436,0.2
IN,0.728,0.494,0.558,0.3
IN,0.698,0.334,0.694,0.2
IN,0.461,0.78,0.448,0.6
IN,0.575,0.541,0.27,0.2
IN,0.435,0.658,0.524,0.1
IN,0.61,0.926,0.861,0.6
IN,0.588,0.595,0.594,0.2
IN,0.708,0.356,0.569,0.1
IN,0.271,0.726,0.532,0.2
IN,0.464,0.676,0.213,0.1
IN,0.596,0.584,0.45,0.5
IN,0.716,0.718,0.91,0.2
IN,0.468,0.658,0.534,0.2
IN,0.656,0.551,0.329,0.3
IN,0.698,0.505,0.396,0.2
IN,0.674,0.516,0.602,0.3
IN,0.729,0.812,0.725,0.5
IN,0.524,0.515,0.368,0.6
IN,0.686,0.771,0.551,0.3
IN,0.512,0.695,0.351,0.5
IN,0.762,0.826,0.667,0.2
IN,0.656,0.721,0.883,0.1
IN,0.786,0.54,0.82,0.3
IN,0.505,0.667,0.516,0.5
IN,0.577,0.574,0.436,0.2
IN,0.868,0.748,0.829,0.3
IN,0.578,0.798,0.728,0.2
IN,0.796,0.455,0.352,0.2
IN,0.701,0.638,0.813,0.6
IN,0.726,0.714,0.612,0.3
IN,0.682,0.344,0.548,0.3
IN,0.404,0.634,0.702,0.1
IN,0.789,0.744,0.783,0.5
IN,0.701,0.76,0.69,0.2
IN,0.741,0.735,0.812,0.3
IN,0.756,0.664,0.675,0.2
IN,0.717,0.64,0.485,0.3
IN,0.702,0.86,0.829,0.3
IN,0.765,0.642,0.822,0.5
IN,0.742,0.572,0.644,0.2
MX,0.924,0.668,0.787,0.4
MX,0.732,0.873,0.662,0.4
MX,0.782,0.539,0.939,0.3
MX,0.798,0.797,0.51,0.2
MX,0.753,0.662,0.638,0.3
MX,0.715,0.764,0.735,0.4
MX,0.669,0.583,0.271,0.3
MX,0.69,0.502,0.747,0.5
MX,0.896,0.754,0.922,0.3
MX,0.728,0.589,0.767,0.1
MX,0.694,0.472,0.571,0.3
MX,0.717,0.502,0.424,0.7
MX,0.801,0.748,0.837,0.3
MX,0.702,0.836,0.63,0.3
MX,0.841,0.738,0.484,0.6
MX,0.536,0.396,0.491,0.5
MX,0.684,0.509,0.796,0.2
MX,0.751,0.819,0.697,0.4
MX,0.747,0.507,0.438,0.3
MX,0.701,0.564,0.683,0.5
MX,0.616,0.834,0.746,0.5
MX,0.76,0.711,0.798,0.4
MX,0.723,0.755,0.804,0.4
MX,0.699,0.654,0.319,0.2
MX,0.913,0.725,0.816,0.2
MX,0.911,0.778,0.345,0.2
MX,0.626,0.708,0.883,0.6
MX,0.588,0.452,0.734,0.4
MX,0.66,0.756,0.838,0.3
MX,0.664,0.421,0.674,0.5
MX,0.571,0.567,0.967,0.6
MX,0.826,0.596,0.869,0.4
MX,0.835,0.679,0.85,0.4
MX,0.646,0.736,0.873,0.4
MX,0.774,0.736,0.685,0.4
MX,0.634,0.725,0.795,0.5
MX,0.714,0.537,0.375,0.4
MX,0.766,0.9,0.807,0.4
MX,0.83,0.785,0.972,0.2
MX,0.937,0.577,0.458,0.2
MX,0.724,0.886,0.827,0.3
MX,0.812,0.479,0.559,0.6
MX,0.737,0.726,0.887,0.4
MX,0.786,0.854,0.522,0.3
MX,0.669,0.586,0.579,0.3
MX,0.778,0.864,0.961,0.4
MX,0.807,0.665,0.864,0.4
MX,0.553,0.48,0.456,0.6
MX,0.764,0.668,0.548,0.5
NG,0.869,0.64,0.535,0.3
NG,0.754,0.841,0.838,0.5
NG,0.726,0.819,0.636,0.3
NG,0.503,0.919,0.746,0.4
NG,0.707,0.711,0.7,0.3
NG,0.534,0.691,0.343,0.8
NG,0.755,0.675,0.783,0.3
NG,0.718,0.897,0.912,0.3
NG,0.764,0.804,0.331,0.3
NG,0.786,0.757,0.879,0.3
NG,0.78,0.714,0.426,0.4
NG,0.732,0.747,0.506,0.3
NG,0.554,0.685,0.432,0.7
NG,0.793,0.556,0.49,0.3
NG,0.711,0.906,0.822,0.4
NG,0.722,0.619,0.815,0.3
NG,0.728,0.629,0.824,0.4
NG,0.778,0.801,0.914,0.3
NG,0.761,0.837,0.753,0.3
NG,0.782,0.529,0.44,0.3
NG,0.741,0.381,0.625,0.4
NG,0.454,0.637,0.719,0.2
NG,0.584,0.528,0.283,0.2
NG,0.495,0.649,0.53,0.2
NG,0.654,0.39,0.552,0.4
NG,0.772,0.562,0.885,0.2
NG,0.898,0.735,0.403,0.2
NG,0.523,0.842,0.572,0.3
NG,0.573,0.832,0.517,0.5
NG,0.492,0.686,0.392,0.3
NG,0.815,0.674,0.672,0.3
NG,0.545,0.714,0.816,0.4
NG,0.91,0.844,0.876,0.3
NG,0.857,0.475,0.915,0.2
NG,0.756,0.732,0.532,0.3
NG,0.725,0.47,0.653,0.3
NG,0.737,0.442,0.781,0.5
NG,0.77,0.656,0.874,0.2
NG,0.687,0.838,0.79,0.3
NG,0.572,0.632,0.793,0.3
NG,0.656,0.513,0.617,0.3
NG,0.785,0.811,0.501,0.3
NG,0.825,0.767,0.857,0.3
NG,0.787,0.807,0.22,0.3
NG,0.415,0.786,0.458,0.7
SG,0.521,0.592,0.535,0.5
SG,0.701,0.76,0.69,0.2
SG,0.61,0.926,0.861,0.6
SG,0.552,0.702,0.564,0.6
SG,0.741,0.62,0.934,0.3
SG,0.689,0.454,0.912,0.5
SG,0.741,0.754,0.717,0.4
SG,0.486,0.617,0.417,0.4
SG,0.472,0.471,0.219,0.3
SG,0.739,0.904,0.788,0.6
SG,0.264,0.64,0.19,0.1
SG,0.776,0.667,0.618,0.4
SG,0.617,0.635,0.446,0.2
SG,0.656,0.436,0.196,0.3
SG,0.695,0.789,0.469,0.2
SG,0.898,0.472,0.214,0.2
SG,0.833,0.704,0.644,0.4
SG,0.411,0.619,0.337,0.6
SG,0.749,0.729,0.816,0.3
SG,0.704,0.488,0.376,0.3
SG,0.702,0.701,0.595,0.2
SG,0.687,0.747,0.56,0
SG,0.488,0.452,0.368,0.4
SG,0.635,0.601,0.332,0.4
SG,0.358,0.557,0.494,0.1
SG,0.422,0.363,0.513,0.4
SG,0.803,0.895,0.757,0.4
SG,0.448,0.369,0.0998,0.6
SG,0.742,0.757,0.957,0.4
SG,0.791,0.694,0.826,0.4
SG,0.432,0.583,0.544,0.7
SG,0.545,0.675,0.162,0.4
SG,0.635,0.841,0.424,0.3
SG,0.857,0.62,0.796,0.3
SG,0.464,0.417,0.479,0.1
SG,0.612,0.807,0.398,0.4
SG,0.893,0.4,0.945,0.4
SG,0.614,0.493,0.176,0.2
SG,0.501,0.405,0.446,0.3
SG,0.402,0.641,0.252,0.5
SG,0.561,0.604,0.242,0.5
SG,0.309,0.434,0.427,0.1
SG,0.681,0.714,0.554,0.4
SG,0.795,0.63,0.447,0.2
SG,0.482,0.757,0.12,0.5
SG,0.604,0.366,0.13,0.4
SG,0.359,0.543,0.453,0.1
SG,0.439,0.477,0.535,0.5
SG,0.636,0.503,0.519,0.3
SG,0.794,0.5,0.659,0.2
SG,0.853,0.824,0.888,0.3
US,0.644,0.874,0.753,0.4
US,0.521,0.592,0.535,0.5
US,0.722,0.706,0.599,0.1
US,0.742,0.757,0.957,0.4
US,0.61,0.65,0.507,0.3
US,0.741,0.62,0.934,0.3
US,0.525,0.488,0.253,0.1
US,0.657,0.82,0.709,0.4
US,0.476,0.797,0.601,0.1
US,0.472,0.471,0.219,0.3
US,0.582,0.909,0.868,0.3
US,0.68,0.246,0.388,0.3
US,0.629,0.937,0.649,0.4
US,0.756,0.672,0.739,0.3
US,0.607,0.76,0.414,0.2
US,0.455,0.968,0.686,0.2
US,0.508,0.411,0.34,0.4
US,0.492,0.673,0.488,0.8
US,0.505,0.27,0.557,0.2
US,0.432,0.583,0.544,0.7
US,0.814,0.676,0.312,0.6
US,0.287,0.782,0.471,0.5
US,0.612,0.807,0.398,0.4
US,0.467,0.247,0.126,0.5
US,0.527,0.551,0.443,0.5
US,0.924,0.668,0.787,0.4
US,0.893,0.4,0.945,0.4
US,0.621,0.792,0.69,0.3
US,0.472,0.777,0.484,0.1
US,0.782,0.719,0.304,0.4
US,0.492,0.416,0.297,0.2
US,0.701,0.751,0.22,0.4
US,0.628,0.795,0.813,0.3
US,0.545,0.545,0.549,0.5
US,0.915,0.453,0.287,0.4
US,0.573,0.683,0.817,0.6
US,0.684,0.607,0.498,0.1
US,0.93,0.682,0.962,0.4
US,0.644,0.735,0.418,0.2
US,0.765,0.556,0.274,0.3
US,0.828,0.492,0.789,0.3
US,0.7,0.425,0.521,0.3
US,0.74,0.697,0.732,0.4
NZ,0.747,0.507,0.438,0.3
NZ,0.521,0.592,0.535,0.5
NZ,0.464,0.745,0.262,0.7
NZ,0.7,0.582,0.785,0.3
NZ,0.669,0.586,0.579,0.3
NZ,0.722,0.706,0.599,0.1
NZ,0.701,0.76,0.69,0.2
NZ,0.561,0.604,0.242,0.5
NZ,0.776,0.667,0.618,0.4
NZ,0.904,0.452,0.613,0.2
NZ,0.482,0.757,0.12,0.5
NZ,0.483,0.731,0.484,0.2
NZ,0.429,0.453,0.155,0.1
NZ,0.645,0.634,0.352,0.5
NZ,0.61,0.926,0.861,0.6
NZ,0.741,0.697,0.774,0.3
NZ,0.369,0.192,0.148,0.6
NZ,0.525,0.488,0.253,0.1
NZ,0.491,0.583,0.908,0.5
NZ,0.555,0.216,0.504,0.1
NZ,0.448,0.369,0.0998,0.6
NZ,0.505,0.754,0.51,0.3
NZ,0.689,0.454,0.912,0.5
NZ,0.646,0.668,0.64,0.2
NZ,0.315,0.715,0.497,0.5
NZ,0.352,0.911,0.236,0.5
NZ,0.695,0.633,0.557,0.2
NZ,0.492,0.673,0.488,0.8
NZ,0.61,0.65,0.507,0.3
NZ,0.657,0.82,0.709,0.4
NZ,0.573,0.683,0.817,0.6
NZ,0.663,0.675,0.455,0.4
NZ,0.64,0.663,0.663,0.4
NZ,0.602,0.477,0.552,0.7
NZ,0.749,0.729,0.816,0.3
NZ,0.892,0.531,0.209,0.1
NZ,0.584,0.673,0.138,0.1
NZ,0.699,0.83,0.889,0.3
ZA,0.831,0.933,0.608,0.3
ZA,0.79,0.662,0.678,0.3
ZA,0.9,0.564,0.516,0.3
ZA,0.898,0.472,0.214,0.2
ZA,0.769,0.535,0.534,0.3
ZA,0.937,0.638,0.753,0.3
ZA,0.848,0.699,0.503,0.3
ZA,0.645,0.634,0.352,0.5
ZA,0.845,0.584,0.4,0.3
ZA,0.684,0.607,0.498,0.1
ZA,0.817,0.841,0.336,0.4
ZA,0.686,0.588,0.617,0.2
ZA,0.831,0.556,0.478,0.3
ZA,0.464,0.745,0.262,0.7
ZA,0.823,0.626,0.313,0.3
ZA,0.9,0.61,0.786,0.3
ZA,0.525,0.433,0.276,0.5
ZA,0.635,0.601,0.332,0.4
ZA,0.561,0.604,0.242,0.5
ZA,0.773,0.84,0.351,0.3
ZA,0.701,0.76,0.69,0.2
ZA,0.888,0.484,0.769,0.4
ZA,0.841,0.773,0.565,0.3
ZA,0.463,0.642,0.339,0.1
ZA,0.559,0.551,0.392,0.5
ZA,0.882,0.764,0.886,0.4
ZA,0.719,0.526,0.585,0.3
ZA,0.288,0.545,0.271,0.5
ZA,0.84,0.487,0.663,0.3
ZA,0.793,0.557,0.15,0.3
ZA,0.755,0.562,0.368,0.3
ZA,0.782,0.719,0.304,0.4
ZA,0.866,0.673,0.547,0.3
ZA,0.915,0.453,0.287,0.4
ZA,0.278,0.49,0.332,0.6
ZA,0.521,0.592,0.535,0.5
ZA,0.81,0.694,0.329,0.3
ZA,0.689,0.649,0.97,0.5
ZA,0.822,0.811,0.962,0.4
ZA,0.697,0.643,0.748,0.3
ZA,0.759,0.584,0.187,0.3
ZA,0.847,0.622,0.22,0.4
ZA,0.711,0.52,0.363,0.3
ZA,0.673,0.722,0.519,0.3
ZA,0.432,0.583,0.544,0.7
ZA,0.644,0.874,0.753,0.4
ZA,0.841,0.678,0.22,0.3
ZA,0.7,0.582,0.785,0.3
ZA,0.893,0.486,0.359,0.3
ZA,0.756,0.672,0.739,0.3
ZA,0.819,0.521,0.838,0.3
ZA,0.575,0.411,0.062,0.1
ZA,0.501,0.405,0.446,0.3
ZA,0.879,0.435,0.261,0.3
ZA,0.855,0.602,0.562,0.3
ZA,0.545,0.545,0.549,0.5
ZA,0.358,0.557,0.494,0.1
